BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Jerome Taylor,8,1,32,0,4.00,31,1,1,4,0
Daren Powell,10,1,38,2,3.80,34,2,0,2,2
Ian Bradshaw,10,0,67,1,6.70,31,4,2,1,1
Dwayne Smith,3,0,23,0,7.67,11,3,1,0,0
Chris Gayle,9,0,60,0,6.67,22,3,0,3,2
Dwayne Bravo,7,0,59,1,8.43,15,2,3,2,0
Ramnaresh Sarwan,3,0,17,1,5.67,7,1,0,1,0
