BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Pramodya Wickramasinghe,7,0,38,0,5.43,-,-,-,2,0
Chaminda Vaas,6,1,30,1,5.00,-,-,-,0,0
Muttiah Muralitharan,10,0,31,1,3.10,-,-,-,1,0
Kumar Dharmasena,10,0,47,1,4.70,-,-,-,0,1
Sanath Jayasuriya,8,0,43,1,5.38,-,-,-,5,0
Aravinda de Silva,9,0,42,3,4.67,-,-,-,3,0
