BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mudassar Bukhari,7,0,42,0,6.00,27,6,1,0,0
Adeel Raja,8,1,44,0,5.50,26,7,0,0,0
Bernard Loots,2,0,29,0,14.50,3,5,1,0,0
Ryan ten Doeschate,9,1,58,1,6.44,28,8,0,1,0
Pieter Seelaar,9.4,1,55,1,5.69,28,4,2,0,0
Peter Borren,5,0,38,0,7.60,9,5,0,0,0
Tom Cooper,7,1,31,2,4.43,26,1,2,0,0
