BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Hamid Hassan,10,0,61,2,6.10,32,7,1,1,0
Shapoor Zadran,7,1,20,2,2.86,30,2,0,0,0
Aftab Alam,9,0,55,2,6.11,28,5,1,3,0
Mirwais Ashraf,9,3,32,2,3.56,40,2,1,1,0
Mohammad Nabi,9,0,58,1,6.44,17,5,0,1,0
Javed Ahmadi,4.5,0,32,0,6.62,9,3,0,0,0
Samiullah Shinwari,1.1,0,2,0,1.71,5,0,0,0,0
