BATSMEN,,R,B,M,4s,6s,SR
Craig Wishart,b Gillespie,10,24,30,1,0,41.67
Guy Whittall,c Hogg b Gillespie,1,6,13,0,0,16.67
Andy Flower,b Hogg,62,91,116,8,0,68.13
Grant Flower,run out (Gilchrist),37,58,90,4,0,63.79
Dion Ebrahim,b Hogg,15,30,32,2,0,50.00
Tatenda Taibu,b McGrath,23,44,78,1,0,52.27
Dougie Marillier,c Ponting b Hogg,0,1,1,0,0,0.00
Andy Blignaut,c & b Lee,54,28,28,8,2,192.86
Heath Streak,not out,28,19,28,2,1,147.37
Brian Murphy,b McGrath,1,2,2,0,0,50.00
Douglas Hondo,not out,1,1,1,0,0,100.00
