BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Daryl Tuffey,5,0,36,0,7.20,15,3,0,0,1
Shane Bond,10,1,44,2,4.40,38,3,0,3,2
Jacob Oram,10,0,37,0,3.70,35,1,0,0,1
Andre Adams,9,0,58,2,6.44,26,8,0,0,0
Chris Harris,4,0,26,0,6.50,8,2,0,0,0
Scott Styris,5,0,28,0,5.60,15,3,0,1,0
Nathan Astle,7,0,34,3,4.86,16,1,0,0,0
