BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Chaminda Vaas,7,0,22,0,3.14,26,1,0,0,0
Pulasthi Gunaratne,5,0,24,2,4.80,18,0,0,1,0
Dilhara Fernando,3,1,19,0,6.33,9,1,1,0,0
Muttiah Muralitharan,9,1,42,2,4.67,35,1,3,0,0
Sanath Jayasuriya,8,0,32,1,4.00,23,1,0,2,0
Aravinda de Silva,5,0,29,1,5.80,13,1,1,1,0
Russel Arnold,8.3,0,47,3,5.53,19,0,1,1,0
