BATSMEN,,R,B,M,4s,6s,SR
Sunil Gavaskar,c Holding b Roberts,8,7,11,1,0,114.29
Anshuman Gaekwad,c King b Holding,11,30,32,2,0,36.67
Dilip Vengsarkar,c Kallicharran b Holding,7,7,13,1,0,100.00
Gundappa Viswanath,b Holding,75,134,158,7,0,55.97
Brijesh Patel,run out,15,33,34,2,0,45.45
Mohinder Amarnath,c Murray b Croft,8,15,15,1,0,53.33
Kapil Dev,b King,12,12,19,1,0,100.00
Surinder Khanna,c Haynes b Holding,0,12,17,0,0,0.00
Karsan Ghavri,c Murray b Garner,12,26,40,2,0,46.15
Srinivas Venkataraghavan,not out,13,30,42,0,0,43.33
Bishan Bedi,c Lloyd b Roberts,13,23,29,1,0,56.52
