BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mashrafe Mortaza,4,0,20,0,5.00,12,2,0,0,0
Tapash Baisya,2.5,0,35,0,12.35,4,5,1,0,0
Aftab Ahmed,0.1,0,1,0,6.00,0,0,0,0,0
Abdur Razzak,3,0,15,0,5.00,11,2,0,0,0
Mohammad Rafique,3,0,21,0,7.00,8,2,1,0,0
Shakib Al Hasan,0.5,0,14,0,16.80,1,0,2,0,0
