BATSMEN,,R,B,M,4s,6s,SR
Kyle Coetzer,c Smith b Starc,0,11,11,0,0,0.00
Calum MacLeod,c Warner b Starc,22,19,31,5,0,115.79
Matt Machan,c Faulkner b Cummins,40,35,63,6,0,114.29
Preston Mommsen,c Starc b Watson,0,2,2,0,0,0.00
Freddie Coleman,c Clarke b Johnson,0,7,12,0,0,0.00
Richie Berrington,c Warner b Maxwell,1,6,5,0,0,16.67
Matthew Cross,c Haddin b Cummins,9,20,24,2,0,45.00
Josh Davey,b Starc,26,35,36,4,0,74.29
Rob Taylor,c Haddin b Cummins,0,6,13,0,0,0.00
Michael Leask,not out,23,11,21,4,0,209.09
Iain Wardlaw,b Starc,0,2,2,0,0,0.00
