BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Naseer Malik,12,2,37,2,3.08,-,-,-,0,0
Asif Masood,12,0,50,1,4.17,-,-,-,0,0
Sarfraz Nawaz,12,0,63,1,5.25,-,-,-,0,0
Asif Iqbal,12,0,58,1,4.83,-,-,-,0,0
Imran Khan,10,0,44,2,4.40,-,-,-,0,0
Wasim Raja,2,0,13,0,6.50,-,-,-,0,0
