BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Daren Powell,6,1,15,1,2.50,29,2,0,2,0
Jerome Taylor,10,0,42,2,4.20,40,5,0,7,0
Corey Collymore,9,0,29,0,3.22,34,1,0,2,0
Dwayne Smith,5,0,28,1,5.60,15,1,1,3,0
Chris Gayle,10,1,32,0,3.20,37,2,0,1,0
Marlon Samuels,10,1,48,0,4.80,34,6,0,0,0
