BATSMEN,,R,B,M,4s,6s,SR
Sidath Wettimuny,c Rashid Khan b Sarfraz Nawaz,12,26,-,1,0,46.15
Brendon Kuruppu,run out,72,101,-,7,2,71.29
Roy Dias,b Rashid Khan,5,21,-,0,0,23.81
Duleep Mendis,b Tahir Naqqash,16,17,-,3,0,94.12
Arjuna Ranatunga,c & b Mudassar Nazar,31,42,-,5,0,73.81
Athula Samarasekera,run out,0,2,-,0,0,0.00
Somachandra De Silva,c Wasim Bari b Sarfraz Nawaz,35,51,-,1,0,68.63
Ashantha de Mel,c Tahir Naqqash b Shahid Mahboob,11,22,-,0,0,50.00
Guy de Alwis,not out,59,56,-,5,1,105.36
Rumesh Ratnayake,c Mudassar Nazar b Sarfraz Nawaz,13,13,-,0,1,100.00
Vinothen John,not out,12,11,-,2,0,109.09
