BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Chaminda Vaas,9.5,0,46,2,4.68,41,6,0,0,3
Pulasthi Gunaratne,7,0,33,2,4.71,26,5,0,0,0
Aravinda de Silva,9,1,36,1,4.00,25,1,0,1,0
Muttiah Muralitharan,7,0,22,1,3.14,27,2,0,0,0
Sanath Jayasuriya,6,0,30,3,5.00,15,1,0,1,0
Dilhara Fernando,3,0,10,1,3.33,12,1,0,0,0
