BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Lasith Malinga,6.4,0,39,3,5.85,23,4,1,3,0
Suranga Lakmal,6,0,27,0,4.50,23,2,1,2,0
Isuru Udana,6,0,28,1,4.67,22,2,0,0,1
Nuwan Pradeep,9,1,31,4,3.44,41,3,0,4,0
Thisara Perera,4,0,19,1,4.75,16,2,0,2,0
Dhananjaya de Silva,1,0,7,0,7.00,2,1,0,0,0
