BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Chaminda Vaas,10,2,27,1,2.70,43,3,0,0,0
Pramodya Wickramasinghe,10,0,41,0,4.10,32,3,0,0,0
Eric Upashantha,8,0,38,0,4.75,32,2,0,8,1
Muttiah Muralitharan,10,0,33,1,3.30,39,2,0,2,0
Sanath Jayasuriya,7.5,0,55,0,7.02,11,0,2,2,0
Aravinda de Silva,1,0,7,0,7.00,0,0,0,0,0
