BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Geoff Arnold,12,3,35,1,2.92,-,-,-,0,0
Peter Lever,12,0,37,1,3.08,-,-,-,0,0
Chris Old,12,2,29,2,2.42,-,-,-,0,0
Tony Greig,12,0,45,4,3.75,-,-,-,0,0
Derek Underwood,12,2,30,2,2.50,-,-,-,0,0
