BATSMEN,,R,B,M,4s,6s,SR
Moeen Ali,c Bailey b Starc,10,13,20,2,0,76.92
Ian Bell,c Starc b Marsh,36,45,63,4,0,80.00
Gary Ballance,c Finch b Marsh,10,13,23,2,0,76.92
Joe Root,c Haddin b Marsh,5,12,20,0,0,41.67
Eoin Morgan,c Haddin b Marsh,0,6,24,0,0,0.00
James Taylor,not out,98,90,126,11,2,108.89
Jos Buttler,c Smith b Marsh,10,12,11,1,0,83.33
Chris Woakes,c Smith b Johnson,37,42,54,2,0,88.10
Stuart Broad,b Starc,0,1,3,0,0,0.00
Steven Finn,c & b Johnson,1,6,4,0,0,16.67
James Anderson,run out (Maxwell),8,11,26,1,0,72.73
