BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Davis Joseph,9,1,42,2,4.67,35,4,1,3,0
Ashish Patel,7,0,41,3,5.86,27,5,1,3,0
Nicholas Ifill,7,0,35,0,5.00,19,2,0,1,1
John Davison,10,1,45,1,4.50,35,5,0,1,0
Barry Seebaran,10,0,43,0,4.30,27,2,0,0,0
Nicholas de Groot,7,0,45,2,6.43,15,1,2,0,0
