BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Shaun Pollock,8,1,16,2,2.00,-,-,-,0,0
Fanie de Villiers,7,1,27,2,3.86,-,-,-,1,0
Craig Matthews,9.3,0,30,2,3.16,-,-,-,0,0
Brian McMillan,6,0,17,0,2.83,-,-,-,0,0
Pat Symcox,10,0,38,2,3.80,-,-,-,0,0
Hansie Cronje,4,0,17,0,4.25,-,-,-,0,0
