BATSMEN,,R,B,M,4s,6s,SR
Sourav Ganguly,run out (Ealham),40,59,99,6,0,67.80
Sadagoppan Ramesh,c Hick b Mullally,20,41,57,2,0,48.78
Rahul Dravid,c Ealham b Flintoff,53,82,116,6,0,64.63
Sachin Tendulkar,c Hick b Ealham,22,40,49,2,0,55.00
Mohammad Azharuddin,c Hussain b Ealham,26,35,37,3,0,74.29
Ajay Jadeja,c Fraser b Gough,39,30,39,5,0,130.00
Nayan Mongia,b Mullally,2,5,11,0,0,40.00
Javagal Srinath,b Gough,1,2,2,0,0,50.00
Anil Kumble,not out,6,8,11,0,0,75.00
Venkatesh Prasad,not out,2,3,1,0,0,66.67
