BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Patrick Patterson,10,1,34,3,3.40,-,-,-,0,0
Courtney Walsh,10,1,34,2,3.40,-,-,-,0,0
Roger Harper,10,0,38,1,3.80,-,-,-,0,0
Winston Benjamin,10,0,69,3,6.90,-,-,-,0,0
Sir Viv Richards,10,0,45,0,4.50,-,-,-,0,0
