BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Shane Bond,10,2,23,6,2.30,45,1,0,1,1
Andre Adams,9,2,46,1,5.11,33,5,1,1,1
Daniel Vettori,10,1,40,0,4.00,37,3,1,0,0
Jacob Oram,7,0,48,2,6.86,23,5,2,0,1
Chris Harris,10,1,24,0,2.40,40,1,0,0,0
Scott Styris,3,0,18,0,6.00,8,1,0,1,0
Nathan Astle,1,0,8,0,8.00,1,1,0,0,0
