BATSMEN,,R,B,M,4s,6s,SR
Sunil Gavaskar,c Chappell b Hogg,9,10,-,1,0,90.00
Kris Srikkanth,c Border b Thomson,24,22,-,3,0,109.09
Mohinder Amarnath,c Marsh b Thomson,13,20,-,2,0,65.00
Yashpal Sharma,c Hogg b Hogan,40,40,-,1,0,100.00
Sandeep Patil,c Hogan b MacLeay,30,25,-,4,0,120.00
Kapil Dev,c Hookes b Hogg,28,32,-,3,0,87.50
Kirti Azad,c Border b Lawson,15,18,-,1,0,83.33
Roger Binny,run out,21,32,-,2,0,65.63
Madan Lal,not out,12,15,-,0,0,80.00
Syed Kirmani,lbw b Hogg,10,20,-,1,0,50.00
Balwinder Sandhu,b Thomson,8,18,-,1,0,44.44
