BATSMEN,,R,B,M,4s,6s,SR
Imam-ul-Haq,c Carey b Cummins,53,75,107,7,0,70.67
Fakhar Zaman,c Richardson b Cummins,0,3,12,0,0,0.00
Babar Azam,c Richardson b Coulter-Nile,30,28,37,7,0,107.14
Mohammad Hafeez,c Starc b Finch,46,49,69,3,1,93.88
Sarfaraz Ahmed,run out (Maxwell),40,48,96,1,0,83.33
Shoaib Malik,c Carey b Cummins,0,2,4,0,0,0.00
Asif Ali,c Carey b Richardson,5,8,9,0,0,62.50
Hasan Ali,c Khawaja b Richardson,32,15,17,3,3,213.33
Wahab Riaz,c Carey b Starc,45,39,49,2,3,115.38
Mohammad Amir,b Starc,0,2,5,0,0,0.00
Shaheen Shah Afridi,not out,1,6,5,0,0,16.67
