BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Martin Suji,9,0,85,1,9.44,-,-,-,0,0
Rajab Ali,6,0,67,0,11.17,-,-,-,0,0
Lameck Onyango,4,0,31,0,7.75,-,-,-,0,0
Tito Odumbe,5,0,34,2,6.80,-,-,-,0,0
Aasif Karim,10,0,50,1,5.00,-,-,-,0,0
David Tikolo,2,0,13,0,6.50,-,-,-,0,0
Maurice Odumbe,9,0,74,0,8.22,-,-,-,0,0
Steve Tikolo,5,0,38,0,7.60,-,-,-,0,0
