BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Chaminda Vaas,9,2,33,3,3.67,41,4,0,1,0
Dilhara Fernando,7,2,31,0,4.43,28,3,0,1,3
Farveez Maharoof,6,0,31,0,5.17,24,5,0,0,1
Muttiah Muralitharan,10,0,32,3,3.20,34,0,0,2,1
Sanath Jayasuriya,10,0,44,0,4.40,24,0,0,0,0
Tillakaratne Dilshan,8,1,44,1,5.50,18,0,2,0,0
