BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
James Franklin,8,0,49,1,6.13,26,5,0,2,1
Shane Bond,8,0,26,0,3.25,34,3,0,0,0
Mark Gillespie,6.1,1,42,0,6.81,20,4,1,0,4
Daniel Vettori,10,0,35,2,3.50,30,0,0,1,1
Scott Styris,7,1,28,0,4.00,23,2,0,0,0
Jacob Oram,6,0,31,1,5.17,12,1,0,0,2
