BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mashrafe Mortaza,10,0,66,0,6.60,34,8,1,2,2
Syed Rasel,10,0,58,1,5.80,33,5,2,0,0
Abdur Razzak,10,0,86,1,8.60,25,4,6,1,0
Mohammad Rafique,10,0,48,1,4.80,28,3,0,2,0
Shakib Al Hasan,10,0,49,1,4.90,29,0,3,0,0
