BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Chaminda Vaas,7,4,11,1,1.57,37,2,0,0,0
Lasith Malinga,6,0,27,3,4.50,26,5,0,1,0
Farveez Maharoof,7,1,26,1,3.71,30,3,0,1,1
Muttiah Muralitharan,9,0,15,1,1.67,44,1,0,2,0
Sanath Jayasuriya,1.5,0,2,0,1.09,9,0,0,0,0
Russel Arnold,3.1,0,17,1,5.37,10,1,1,0,0
Tillakaratne Dilshan,3,0,12,1,4.00,7,0,0,0,0
