BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Shaun Pollock,5,1,16,1,3.20,20,1,0,0,0
Charl Langeveldt,6,0,34,1,5.67,23,6,0,1,1
Jacques Kallis,5,1,20,0,4.00,20,2,0,1,1
Andre Nel,7,1,31,1,4.43,29,5,0,1,0
Andrew Hall,6.3,0,43,0,6.62,20,6,0,0,1
Justin Kemp,2,0,4,0,2.00,9,0,0,0,0
