BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Javagal Srinath,6,0,25,0,4.17,27,3,1,1,0
Ashish Nehra,0.1,0,0,0,0.00,1,0,0,0,0
Zaheer Khan,7.5,0,24,2,3.06,37,3,0,1,2
Harbhajan Singh,10,1,34,2,3.40,43,2,0,1,0
Dinesh Mongia,10,1,24,2,2.40,46,0,1,1,0
Virender Sehwag,4,0,16,0,4.00,16,2,0,0,1
Yuvraj Singh,4.3,2,6,4,1.33,22,0,0,0,0
