BATSMEN,,R,B,M,4s,6s,SR
Fakhar Zaman,c Mehidy Hasan Miraz b Mohammad Saifuddin,13,31,27,1,0,41.94
Imam-ul-Haq,hit wicket b Mustafizur Rahman,100,100,172,7,0,100.00
Babar Azam,lbw b Mohammad Saifuddin,96,98,102,11,0,97.96
Mohammad Hafeez,c Shakib Al Hasan b Mehidy Hasan Miraz,27,25,49,3,0,108.00
Haris Sohail,c Soumya Sarkar b Mustafizur Rahman,6,6,13,1,0,100.00
Imad Wasim,c Mahmudullah b Mustafizur Rahman,43,26,49,6,1,165.38
Sarfaraz Ahmed,not out,3,3,13,0,0,100.00
Wahab Riaz,b Mohammad Saifuddin,2,4,10,0,0,50.00
Shadab Khan,c & b Mustafizur Rahman,1,2,4,0,0,50.00
Mohammad Amir,c Mushfiqur Rahim b Mustafizur Rahman,8,6,16,1,0,133.33
Shaheen Shah Afridi,not out,0,0,4,0,0,0.00
