BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sulieman Benn,8,1,28,3,3.50,33,4,0,0,0
Kemar Roach,8.3,0,27,6,3.18,33,3,0,0,0
Nikita Miller,7,0,23,0,3.29,28,3,0,0,0
Daren Sammy,7,0,33,1,4.71,25,5,0,0,0
Kieron Pollard,1,0,2,0,2.00,4,0,0,0,0
