BATSMEN,,R,B,M,4s,6s,SR
KL Rahul,c Hazratullah Zazai b Mohammad Nabi,30,53,56,2,0,56.60
Rohit Sharma,b Mujeeb Ur Rahman,1,10,60,0,0,10.00
Virat Kohli,c Rahmat Shah b Mohammad Nabi,67,63,105,5,0,106.35
Vijay Shankar,lbw b Rahmat Shah,29,41,49,2,0,70.73
MS Dhoni,st Ikram Alikhil b Rashid Khan,28,52,75,3,0,53.85
Kedar Jadhav,c sub (Noor Ali Zadran) b Gulbadin Naib,52,68,88,3,1,76.47
Hardik Pandya,c Ikram Alikhil b Aftab Alam,7,9,23,0,0,77.78
Mohammed Shami,b Gulbadin Naib,1,2,7,0,0,50.00
Kuldeep Yadav,not out,1,1,4,0,0,100.00
Jasprit Bumrah,not out,1,1,2,0,0,100.00
