BATSMEN,,R,B,M,4s,6s,SR
Marvan Atapattu,c & b Lee,16,24,46,3,0,66.67
Sanath Jayasuriya,retired hurt,1,5,7,0,0,20.00
Hashan Tillakaratne,b McGrath,21,41,51,3,0,51.22
Mahela Jayawardene,c Gilchrist b Lee,0,3,8,0,0,0.00
Aravinda de Silva,c & b Hogg,92,94,138,9,4,97.87
Russel Arnold,lbw b Lee,1,6,6,0,0,16.67
Kumar Sangakkara,run out (Hogg),20,38,53,2,0,52.63
Chaminda Vaas,lbw b Hogg,21,45,37,2,0,46.67
Muttiah Muralitharan,c Lee b Lehmann,4,5,5,0,0,80.00
Dilhara Fernando,lbw b McGrath,9,13,40,2,0,69.23
Pulasthi Gunaratne,not out,15,15,12,3,0,100.00
