BATSMEN,,R,B,M,4s,6s,SR
James Vince,c Mendis b Malinga,14,18,33,2,0,77.78
Jonny Bairstow,lbw b Malinga,0,1,3,0,0,0.00
Joe Root,c MDKJ Perera b Malinga,57,89,126,3,0,64.04
Eoin Morgan,c & b Udana,21,35,51,2,0,60.00
Ben Stokes,not out,82,89,135,7,4,92.13
Jos Buttler,lbw b Malinga,10,9,16,1,0,111.11
Moeen Ali,c Udana b de Silva,16,20,25,0,1,80.00
Chris Woakes,c MDKJ Perera b de Silva,2,4,8,0,0,50.00
Adil Rashid,c MDKJ Perera b de Silva,1,2,3,0,0,50.00
Jofra Archer,c NLTC Perera b Udana,3,11,18,0,0,27.27
Mark Wood,c MDKJ Perera b Pradeep,0,4,19,0,0,0.00
