BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Ravi Rampaul,10,0,51,5,5.10,29,4,0,1,0
Sulieman Benn,4,0,32,0,8.00,10,6,0,0,0
Andre Russell,9.1,1,46,2,5.02,23,3,0,2,0
Daren Sammy,6,0,35,1,5.83,17,1,2,1,0
Devendra Bishoo,10,0,48,1,4.80,29,5,0,0,0
Kieron Pollard,10,0,49,1,4.90,29,4,0,1,0
