BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Manjurul Islam,4,0,26,0,6.50,14,5,0,0,0
Talha Jubair,2,0,24,0,12.00,7,4,0,6,0
Khaled Mahmud,2,0,20,0,10.00,6,4,0,1,0
Mohammad Rafique,2,0,20,0,10.00,6,3,1,0,0
Alok Kapali,2,0,18,0,9.00,4,1,1,0,0
