BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Glenn McGrath,7,4,15,7,2.14,38,1,0,2,0
Brett Lee,6,1,26,1,4.33,28,2,0,0,5
Andy Bichel,1,1,0,2,0.00,6,0,0,0,0
