BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Rudi van Vuuren,10,0,92,0,9.20,28,10,4,1,2
Burton van Rooi,6,0,24,1,4.00,23,2,0,4,0
Bjorn Kotze,10,0,62,1,6.20,32,6,2,1,2
Louis Burger,10,1,39,3,3.90,35,1,1,0,0
Deon Kotze,10,0,54,0,5.40,29,4,1,0,0
Jan-Berrie Burger,4,0,22,0,5.50,9,1,0,0,0
