BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Anderson Cummins,7,0,58,1,8.29,24,7,1,7,3
Umar Bhatti,7.5,0,41,0,5.23,31,6,0,0,0
John Davison,10,1,32,0,3.20,36,1,0,1,0
Abdool Samad,5.1,0,31,1,6.00,16,2,1,0,2
George Codrington,10,0,70,1,7.00,22,7,1,0,0
Sunil Dhaniram,10,0,41,3,4.10,29,2,0,0,0
