BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Vince Hogg,9,2,34,0,3.78,-,-,-,0,0
Peter Rawson,9,0,50,1,5.56,-,-,-,0,0
Duncan Fletcher,9,1,27,1,3.00,-,-,-,0,0
Iain Butchart,10,0,52,2,5.20,-,-,-,0,0
John Traicos,12,1,28,2,2.33,-,-,-,0,0
Kevin Curran,11,0,57,1,5.18,-,-,-,0,0
