BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Shaun Pollock,9,2,28,1,3.11,-,-,-,0,0
Craig Matthews,10,0,39,0,3.90,-,-,-,0,0
Allan Donald,10,0,21,3,2.10,-,-,-,0,0
Hansie Cronje,4,0,17,0,4.25,-,-,-,0,0
Brian McMillan,8,1,11,3,1.38,-,-,-,0,0
Jacques Kallis,6,0,27,0,4.50,-,-,-,0,0
Gary Kirsten,3,1,9,0,3.00,-,-,-,0,0
