BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Malcolm Marshall,12,3,19,2,1.58,-,-,-,0,0
Joel Garner,7,4,13,2,1.86,-,-,-,0,0
Winston Davis,8,2,13,0,1.63,-,-,-,0,0
Wayne Daniel,9,2,28,3,3.11,-,-,-,0,0
Larry Gomes,12,2,26,0,2.17,-,-,-,0,0
Sir Viv Richards,12,1,41,3,3.42,-,-,-,0,0
