BATSMEN,,R,B,M,4s,6s,SR
Mike Smith,c Cairns b Nash,1,14,14,0,0,7.14
Mike Allingham,c Fleming b Allott,2,25,42,0,0,8.00
George Salmond,lbw b Allott,1,13,13,0,0,7.69
Gavin Hamilton,c Allott b Astle,20,49,69,2,0,40.82
Ian Stanger,c Astle b Cairns,27,58,68,1,0,46.55
James Brinkley,c Parore b Allott,0,6,9,0,0,0.00
Greig Williamson,c & b Harris,10,24,35,0,0,41.67
Alec Davies,c sub (DL Vettori) b Harris,24,48,62,3,0,50.00
John Blain,lbw b Harris,0,1,1,0,0,0.00
Asim Butt,c Twose b Harris,10,10,6,0,1,100.00
Nick Dyer,not out,2,8,20,0,0,25.00
