BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
James Anderson,10,1,38,0,3.80,39,3,0,0,0
Sajid Mahmood,9,0,50,4,5.56,33,3,1,1,3
Andrew Flintoff,10,0,35,3,3.50,40,3,0,0,1
Paul Collingwood,10,0,44,1,4.40,32,3,0,1,0
Monty Panesar,8,0,45,0,5.63,19,3,0,0,0
Michael Vaughan,3,0,14,0,4.67,5,0,0,0,0
