BATSMEN,,R,B,M,4s,6s,SR
Wayne James,c & b Illingworth,13,46,55,1,0,28.26
Andy Flower,b DeFreitas,7,16,17,1,0,43.75
Andy Pycroft,c Gooch b Botham,3,13,24,0,0,23.08
Kevin Arnott,lbw b Botham,11,33,43,0,0,33.33
Dave Houghton,c Fairbrother b Small,29,74,90,2,0,39.19
Andy Waller,b Tufnell,8,16,15,1,0,50.00
Ali Shah,c Lamb b Tufnell,3,16,21,0,0,18.75
Iain Butchart,c Fairbrother b Botham,24,36,42,2,0,66.67
Eddo Brandes,st Stewart b Illingworth,14,24,25,1,0,58.33
John Traicos,not out,0,6,12,0,0,0.00
Malcolm Jarvis,lbw b Illingworth,6,6,9,0,0,100.00
