BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Kevin Curran,2,0,12,0,6.00,-,-,-,0,0
Malcolm Jarvis,7.4,0,39,1,5.09,-,-,-,0,0
Eddo Brandes,10,1,44,2,4.40,-,-,-,0,0
Ali Shah,10,0,34,2,3.40,-,-,-,0,0
Iain Butchart,8,0,50,0,6.25,-,-,-,0,0
John Traicos,10,0,43,1,4.30,-,-,-,0,0
