BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Darren Gough,10,0,51,2,5.10,32,4,0,3,2
Angus Fraser,10,2,30,0,3.00,47,4,0,2,0
Alan Mullally,10,0,54,2,5.40,36,7,0,4,1
Mark Ealham,10,2,28,2,2.80,45,3,0,1,1
Andrew Flintoff,5,0,28,1,5.60,13,3,0,0,0
Adam Hollioake,5,0,34,0,6.80,8,3,0,0,0
