BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Dennis Lillee,9,3,26,1,2.89,-,-,-,0,0
Gary Gilmour,12,6,14,6,1.17,-,-,-,0,0
Max Walker,9.2,3,22,3,2.36,-,-,-,0,0
Jeff Thomson,6,0,17,0,2.83,-,-,-,0,0
