BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Shafiul Islam,5,0,44,0,8.80,12,7,0,1,0
Rubel Hossain,8,0,56,3,7.00,25,9,0,0,0
Abdur Razzak,10,1,47,1,4.70,31,3,1,1,0
Naeem Islam,7,0,42,0,6.00,16,3,1,1,0
Mahmudullah,10,0,46,1,4.60,23,2,0,1,0
Shakib Al Hasan,10,0,46,2,4.60,26,3,0,0,0
