BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Paul-Jan Bakker,8,0,41,0,5.13,-,-,-,0,0
Roland Lefebvre,8,0,24,1,3.00,-,-,-,1,0
Steven Lubbers,9,0,38,1,4.22,-,-,-,0,0
Peter Cantrell,8,0,30,0,3.75,-,-,-,0,0
Flavian Aponso,7.2,0,47,0,6.41,-,-,-,0,0
Tim de Leede,4,0,33,0,8.25,-,-,-,0,0
