BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Bob Willis,9,4,9,1,1.00,-,-,-,0,0
Norman Cowans,12,3,31,2,2.58,-,-,-,0,0
Sir Ian Botham,9,4,12,2,1.33,-,-,-,0,0
Paul Allott,10.4,0,41,3,3.84,-,-,-,0,0
Mike Gatting,4,2,13,0,3.25,-,-,-,0,0
Vic Marks,6,2,18,2,3.00,-,-,-,0,0
