BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Imran Khan,9,1,43,1,4.78,-,-,-,0,0
Sarfraz Nawaz,12,1,71,1,5.92,-,-,-,0,0
Sikander Bakht,6,1,24,0,4.00,-,-,-,0,0
Mudassar Nazar,10,0,50,0,5.00,-,-,-,0,0
Majid Khan,12,2,26,0,2.17,-,-,-,0,0
Asif Iqbal,11,0,56,4,5.09,-,-,-,0,0
