BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Aftab Alam,8.1,0,45,3,5.51,24,6,0,1,0
Hamid Hassan,7,0,30,0,4.29,25,3,0,3,0
Gulbadin Naib,9,1,55,0,6.11,28,8,0,1,1
Mohammad Nabi,3,0,18,0,6.00,7,0,1,1,0
Rahmat Shah,5,0,21,0,4.20,18,3,0,0,0
