BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Pramodya Wickramasinghe,7,0,30,0,4.29,-,-,-,2,1
Champaka Ramanayake,7,1,17,1,2.43,-,-,-,1,1
Don Anurasiri,10,0,46,1,4.60,-,-,-,0,0
Asanka Gurusinha,1,0,10,0,10.00,-,-,-,0,0
Arjuna Ranatunga,7,0,35,1,5.00,-,-,-,0,0
Ruwan Kalpage,10,0,64,0,6.40,-,-,-,0,0
Chandika Hathurusingha,8,0,57,4,7.13,-,-,-,0,4
