BATSMEN,,R,B,M,4s,6s,SR
Chris Gayle,c Watson b McGrath,2,23,37,0,0,8.70
Shivnarine Chanderpaul,lbw b Tait,5,12,20,0,0,41.67
Ramnaresh Sarwan,c Ponting b Hogg,29,58,101,1,0,50.00
Marlon Samuels,c Symonds b McGrath,4,8,9,1,0,50.00
Brian Lara,lbw b Hogg,77,83,118,8,1,92.77
Dwayne Bravo,c Ponting b McGrath,9,10,13,1,0,90.00
Denesh Ramdin,c Gilchrist b Bracken,52,43,56,6,0,120.93
Dwayne Smith,lbw b Hogg,9,7,5,0,1,128.57
Jerome Taylor,lbw b Symonds,10,18,13,1,0,55.56
Daren Powell,b Tait,5,9,10,0,0,55.56
Corey Collymore,not out,1,2,3,0,0,50.00
