BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Tim Southee,10,1,43,2,4.30,37,5,0,2,0
Trent Boult,10,0,64,2,6.40,27,9,0,0,0
Adam Milne,10,0,56,2,5.60,30,6,0,3,1
Daniel Vettori,10,0,34,2,3.40,33,1,0,2,0
Grant Elliott,2,0,11,0,5.50,4,1,0,0,0
Kane Williamson,1,0,7,0,7.00,0,0,0,0,0
Corey Anderson,3.1,0,18,2,5.68,10,2,0,3,0
