BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Craig McDermott,7,1,13,1,1.86,-,-,-,0,0
Bruce Reid,7,1,21,1,3.00,-,-,-,0,0
Simon O'Donnell,9.4,1,39,4,4.03,-,-,-,0,0
Steve Waugh,6,3,7,0,1.17,-,-,-,0,0
Tim May,8,0,29,2,3.63,-,-,-,0,0
Peter Taylor,5,0,25,0,5.00,-,-,-,0,0
