BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Chris Mpofu,6,0,27,1,4.50,24,4,0,2,0
Ray Price,7,1,20,2,2.86,34,4,0,0,0
Prosper Utseya,9,0,47,1,5.22,29,6,0,0,0
Greg Lamb,7,0,21,2,3.00,28,2,0,0,0
Graeme Cremer,7,0,28,2,4.00,29,1,2,1,0
