BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Martin Suji,7,2,16,1,2.29,-,-,-,0,0
Rajab Ali,7.2,2,17,3,2.32,-,-,-,0,0
Aasif Karim,8,1,19,1,2.38,-,-,-,0,0
Maurice Odumbe,10,3,15,3,1.50,-,-,-,0,0
Thomas Odoyo,3,0,15,0,5.00,-,-,-,0,0
