BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sir Curtly Ambrose,8.3,1,21,2,2.47,-,-,-,5,0
Courtney Walsh,9,0,46,3,5.11,-,-,-,3,6
Ian Bishop,10,2,30,1,3.00,-,-,-,1,2
Cameron Cuffy,8,0,31,1,3.88,-,-,-,5,7
Roger Harper,10,4,15,3,1.50,-,-,-,0,0
Keith Arthurton,4,0,13,0,3.25,-,-,-,0,0
