BATSMEN,,R,B,M,4s,6s,SR
Roy Fredericks,lbw b Sarfraz Nawaz,12,11,24,2,0,109.09
Sir Gordon Greenidge,c Wasim Bari b Sarfraz Nawaz,4,6,6,1,0,66.67
Alvin Kallicharran,c Wasim Bari b Sarfraz Nawaz,16,25,28,1,0,64.00
Rohan Kanhai,b Naseer Malik,24,42,52,3,0,57.14
Sir Clive Lloyd,c Wasim Bari b Javed Miandad,53,58,105,8,0,91.38
Sir Viv Richards,c Zaheer Abbas b Pervez Mir,13,23,16,2,0,56.52
Bernard Julien,c Javed Miandad b Asif Masood,18,40,40,2,0,45.00
Deryck Murray,not out,61,76,106,6,0,80.26
Keith Boyce,b Naseer Malik,7,6,8,0,0,116.67
Vanburn Holder,c Pervez Mir b Sarfraz Nawaz,16,28,35,1,0,57.14
Sir Andy Roberts,not out,24,48,55,3,0,50.00
